CustomerID,Probability of Churning
2959-EEXWB,0.143
0568-ONFPC,0.142
4374-YMUSQ,0.142
3115-JPJDD,0.142
5440-FLBQG,0.142
0392-BZIUW,0.142
6621-YOBKI,0.142
4189-NAKJS,0.142
4860-YZGZM,0.142
1840-BIUOG,0.142
1614-JBEBI,0.142
1163-ONYEY,0.142
0440-UEDAI,0.142
1174-FGIFN,0.142
4322-RCYMT,0.142
9822-BIIGN,0.142
2577-GVSIL,0.142
3156-QLHBO,0.142
4770-QAZXN,0.142
9555-SAHUZ,0.142
7136-IHZJA,0.141
3061-BCKYI,0.141
5120-ZBLAI,0.141
4654-DLAMQ,0.141
6036-TTFYU,0.141
6416-JNVRK,0.141
9200-NLNPD,0.141
1247-QBVSH,0.141
8741-LQOBK,0.141
2636-SJDOU,0.141
8100-HZZLJ,0.141
4541-RMRLG,0.141
0742-LAFQK,0.141
4282-MSACW,0.141
3249-VHRIP,0.14
2439-QKJUL,0.14
9277-JOOMO,0.14
8405-IGQFX,0.14
8008-ESFLK,0.14
8309-PPCED,0.14
6500-JVEGC,0.14
9488-FYQAU,0.14
2834-JRTUA,0.14
2434-EEVDB,0.14
7787-BNTZM,0.14
3847-BAERP,0.14
6838-HVLXG,0.14
6048-UWKAL,0.14
8166-ORCHU,0.14
2332-EFBJY,0.14
9932-WBWIK,0.139
6253-WRFHY,0.139
1527-SXDPN,0.139
9896-UYMIE,0.139
4576-CSAJH,0.139
4937-QPZPO,0.139
0750-EKNGL,0.139
7874-ECPQJ,0.139
4486-EFAEB,0.139
1950-KSVVJ,0.139
9152-AMKAK,0.139
9289-LBQVU,0.139
6377-KSLXC,0.139
8065-QBYTO,0.138
9367-TCUYN,0.138
0052-DCKON,0.138
1525-LNLOJ,0.138
4682-BLBUC,0.138
3410-YOQBQ,0.138
2925-MXLSX,0.138
3977-QCRSL,0.138
7083-YNSKY,0.138
8819-ZBYNA,0.138
2746-DIJLO,0.138
8823-RLPWL,0.138
5593-SUAOO,0.138
5863-OOKCL,0.138
2578-JQPHZ,0.138
0278-YXOOG,0.138
1563-IWQEX,0.138
0810-BDHAW,0.138
7492-TAFJD,0.138
6784-XYJAE,0.137
4199-QHJNM,0.137
4622-YNKIJ,0.137
5553-AOINX,0.137
2320-YKQBO,0.137
4568-TTZRT,0.137
4751-ERMAN,0.137
8409-WQJUX,0.137
3096-YXENJ,0.137
4137-JOPHL,0.136
3705-RHRFR,0.136
8410-BGQXN,0.136
7777-UNYHB,0.136
9609-BENEA,0.136
8996-ZROXE,0.136
5688-KZTSN,0.136
6972-SNKKW,0.136
9861-PDSZP,0.136
4291-HYEBC,0.136
4881-GQJTW,0.136
7925-PNRGI,0.136
4369-NYSCF,0.136
8080-POTJR,0.136
6023-GSSXW,0.136
1383-EZRWL,0.135
9959-WOFKT,0.135
6040-CGACY,0.135
8573-CGOCC,0.135
0019-EFAEP,0.135
0787-LHDYT,0.135
9754-CLVZW,0.135
7191-ADRGF,0.135
1291-CUOCY,0.135
1936-CZAKF,0.135
3736-BLEPA,0.135
4174-LPGTI,0.135
3518-FSTWG,0.135
3351-NQLDI,0.135
6766-HFKLA,0.135
1264-FUHCX,0.135
3363-EWLGO,0.135
6490-FGZAT,0.135
8894-JVDCV,0.135
9541-PWTWO,0.134
8400-WZICQ,0.134
5998-DZLYR,0.134
9432-RUVSL,0.134
8727-XDPUD,0.134
2453-SAFNS,0.134
3680-CTHUH,0.134
7217-JYHOQ,0.134
2040-OBMLJ,0.134
1810-MVMAI,0.134
1814-DKOLC,0.134
6257-DTAYD,0.133
0868-VJRDR,0.133
5304-EFJLP,0.133
0104-PPXDV,0.133
6156-UZDLF,0.133
6258-NGCNG,0.133
8226-BXGES,0.133
5414-OFQCB,0.133
3097-PYWXL,0.133
2371-JUNGC,0.133
2266-SJNAT,0.133
1898-JSNDC,0.133
2391-IPLOP,0.133
9705-IOVQQ,0.133
3244-CQPHU,0.133
3733-UOCWF,0.133
5061-PBXFW,0.133
1229-RCALF,0.133
6211-WWLTF,0.132
4686-GEFRM,0.132
9912-OMZDS,0.132
1641-BYBTK,0.132
9680-NIAUV,0.132
6480-YAGIY,0.132
4670-TABXH,0.132
4837-QUSFT,0.132
9866-OCCKE,0.132
1162-ECVII,0.132
8348-JLBUG,0.132
3134-DSHVC,0.132
9256-JTBNZ,0.132
7691-KGKGP,0.131
0074-HDKDG,0.131
4223-BKEOR,0.131
2499-AJYUA,0.131
5336-UFNZP,0.131
6861-OKBCE,0.131
8417-GSODA,0.131
8942-DBMHZ,0.131
2511-MORQY,0.131
9917-KWRBE,0.131
4182-BGSIQ,0.131
0254-FNMCI,0.131
6671-NGWON,0.131
1057-FOGLZ,0.131
5327-CNLUQ,0.13
7269-JISCY,0.13
5832-TRLPB,0.13
1936-UAFEH,0.13
9351-HXDMR,0.13
2150-WLKUW,0.13
6655-LHBYW,0.13
6738-ISCBM,0.13
7919-ZODZZ,0.13
0565-JUPYD,0.13
5651-CRHKQ,0.13
6195-MELTI,0.13
4430-YHXGG,0.13
3374-TTZTK,0.13
3530-CRZSB,0.129
1060-ENTOF,0.129
4906-ZHGPK,0.129
0748-RDGGM,0.129
0347-UBKUZ,0.129
1150-WFARN,0.129
0186-CAERR,0.129
2928-HLDBA,0.129
2878-RMWXY,0.129
6050-FFXES,0.129
1338-CECEE,0.129
4091-TVOCN,0.129
0454-OKRCT,0.129
6435-VWCCY,0.128
3055-VTCGS,0.128
9933-QRGTX,0.128
8646-JCOMS,0.128
6231-WFGFH,0.128
6176-YJWAS,0.128
2845-KDHVX,0.128
7375-WMVMT,0.128
7803-XOCCZ,0.128
4501-UYKBC,0.128
4626-OZDTJ,0.128
2073-QBVBI,0.128
8109-YUOHE,0.128
6559-RAKOZ,0.128
9955-QOPOY,0.127
3340-QBBFM,0.127
1371-DWPAZ,0.127
4184-VODJZ,0.127
0727-BNRLG,0.127
8630-QSGXK,0.127
7868-BGSZA,0.127
7663-CUXZB,0.127
8035-BUYVG,0.127
3567-PQTSO,0.127
8138-EALND,0.127
0442-ZXKVS,0.127
9138-EFSMO,0.127
1539-LNKHM,0.127
2190-PHBHR,0.127
8961-QDZZJ,0.126
5872-OEQNH,0.126
5307-UVGNB,0.126
3407-QGWLG,0.126
5149-CUZUJ,0.126
1444-VVSGW,0.126
7998-ZLXWN,0.126
6339-TBELP,0.126
7129-AZJDE,0.126
5640-CAXOA,0.126
1325-USMEC,0.126
4079-ULGFR,0.126
7722-CVFXN,0.126
8822-KNBHV,0.126
2302-OUZXB,0.126
0327-WFZSY,0.125
1735-XMJVH,0.125
3137-NYQQI,0.125
1891-QRQSA,0.125
4909-JOUPP,0.125
2144-ESWKO,0.125
1136-XGEQU,0.125
4111-BNXIF,0.125
2996-XAUVF,0.125
3758-CKOQL,0.125
8085-MSNLK,0.125
7994-XIRTR,0.125
5504-WSIUR,0.125
1206-EHBDD,0.124
6614-FHDBO,0.124
0201-OAMXR,0.124
1576-PFZIW,0.124
7520-HQWJU,0.124
5012-YSPJJ,0.124
0716-BQNDX,0.124
4797-MIWUM,0.124
9817-APLHW,0.123
7176-WRTNX,0.123
0623-EJQEG,0.123
4627-MIHJH,0.123
3410-MHHUM,0.123
4903-CNOZC,0.123
3468-DRVQJ,0.123
0670-ANMUU,0.123
6718-BDGHG,0.123
9750-BOOHV,0.123
7521-YXVZY,0.123
4500-HKANN,0.123
8133-ANHHJ,0.123
1557-EMYVT,0.123
1465-WCZVT,0.123
6992-TKNYO,0.123
8883-GRDWQ,0.123
6266-QHOJZ,0.122
1099-BTKWT,0.122
5393-HJZSM,0.122
6322-HRPFA,0.122
4981-FLTMF,0.122
4946-EDSEW,0.122
9978-HYCIN,0.122
4023-RTIQM,0.122
4097-YODCF,0.122
0895-UADGO,0.122
5996-NRVXR,0.122
6402-SSEJG,0.121
7785-RDVIG,0.121
2710-WYVXG,0.121
7184-LRUUR,0.121
0723-FDLAY,0.121
8879-XUAHX,0.121
5539-HIVAK,0.121
4806-DXQCE,0.121
9619-GSATL,0.121
4801-KFYKL,0.121
2904-GGUAZ,0.121
1621-YNCJH,0.121
9758-MFWGD,0.121
5989-OMNJE,0.121
4328-VUFWD,0.12
4859-ZSRDZ,0.12
0164-APGRB,0.12
9880-TDQAC,0.12
4115-BNPJY,0.12
0516-OOHAR,0.12
3963-RYFNS,0.12
8812-ZRHFP,0.12
5256-SKJGO,0.119
1448-CYWKC,0.119
8565-HBFNN,0.119
8777-PVYGU,0.119
6319-QSUSR,0.119
0487-CRLZF,0.119
8224-UAXBZ,0.119
9894-QMIMJ,0.119
3594-UVONA,0.119
2323-ARSVR,0.119
6094-ZIVKX,0.118
4464-JCOLN,0.118
2484-DGXPZ,0.118
3057-VJJQE,0.118
5781-BKHOP,0.118
4513-CXYIX,0.118
6754-LZUKA,0.118
7501-IWUNG,0.118
0516-QREYC,0.118
0098-BOWSO,0.118
1090-ESELR,0.118
2233-FAGXV,0.117
9388-ZEYVT,0.117
8050-WYBND,0.117
5172-RKOCB,0.117
9070-BCKQP,0.117
9139-TWBAS,0.117
9199-PWQVC,0.117
0725-CXOTM,0.117
7105-BENQF,0.117
8869-LIHMK,0.117
7764-BDPEE,0.117
1017-FBQMM,0.116
3280-MRDOF,0.116
7156-MXBJE,0.116
2483-XSSMZ,0.116
6465-GSRCL,0.116
4355-CVPVS,0.116
1036-GUDCL,0.116
7570-WELNY,0.116
5893-PYOLZ,0.116
2120-SMPEX,0.116
7542-CYDDM,0.116
5271-YNWVR,0.116
1237-WIYYZ,0.116
4778-IZARL,0.116
7629-WFGLW,0.116
6250-CGGUN,0.116
5232-NXPAY,0.116
4957-TIALW,0.116
2639-UGMAZ,0.115
4776-XSKYQ,0.115
5716-EZXZN,0.115
7094-MSZAO,0.115
8434-PNQZX,0.115
5701-GUXDC,0.115
9294-TDIPC,0.115
3181-VTHOE,0.115
8984-HPEMB,0.115
7581-EBBOU,0.115
1498-DQNRX,0.115
5989-AXPUC,0.115
4884-TVUQF,0.115
9924-JPRMC,0.115
0134-XWXCE,0.115
1821-BUCWY,0.115
0369-ZGOVK,0.115
0048-LUMLS,0.115
7025-WCBNE,0.115
0078-XZMHT,0.115
6164-HXUGH,0.115
7657-DYEPJ,0.115
0602-DDUML,0.115
5312-IRCFR,0.115
6103-LIANB,0.115
3623-FQBOX,0.115
8668-KNZTI,0.114
3796-ENZGF,0.114
0594-UFTUL,0.114
6174-NRBTZ,0.114
0619-OLYUR,0.114
7771-ZONAT,0.114
1937-OTUKY,0.114
7923-IYJWY,0.114
3658-QQJYD,0.114
1877-HKBQX,0.114
1140-UKVZG,0.114
9592-ERDKV,0.114
9837-FWLCH,0.114
5944-UGLLK,0.114
5844-QVTAT,0.114
7841-FCRQD,0.114
3824-RHKVR,0.114
3633-CDBUW,0.113
9570-KYEUA,0.113
1841-YSJGV,0.113
7901-IIDQV,0.113
7266-GSSJX,0.113
5032-USPKF,0.113
8261-GWDBQ,0.113
7690-KPNCU,0.113
1389-WNUIB,0.113
9844-FELAJ,0.113
2348-KCJLT,0.113
2967-MXRAV,0.113
9553-DLCLU,0.113
6469-MRVET,0.113
9867-NNXLC,0.113
5537-UXXVS,0.113
1573-LGXBA,0.113
2798-NYLMZ,0.113
4851-BQDNX,0.113
5174-ITUMV,0.113
1555-DJEQW,0.113
9391-TTOYH,0.113
3649-JPUGY,0.113
8559-CIZFV,0.113
6837-HAEVO,0.113
7654-YWJUF,0.112
3739-YBWAB,0.112
3442-ZHHCC,0.112
9419-IPPBE,0.112
5245-VDBUR,0.112
2546-KZAAT,0.112
2522-WLNSF,0.112
5384-ZTTWP,0.112
3077-RSNTJ,0.112
0022-TCJCI,0.112
2023-VQFDL,0.112
2717-HVIZY,0.112
2123-VSCOT,0.112
5294-CDGWY,0.112
7839-NUIAA,0.112
4198-VFOEA,0.112
5811-IWXYM,0.111
0208-BPQEJ,0.111
9220-ZNKJI,0.111
3258-SYSWS,0.111
6440-DKQGE,0.111
1271-UODNO,0.111
0993-OSGPT,0.111
7445-WMRBW,0.111
7110-BDTWG,0.111
5906-CVLHP,0.111
8200-KLNYW,0.111
9796-MVYXX,0.111
3724-UCSHY,0.11
2325-ZUSFD,0.11
4623-ZKHLY,0.11
3752-CQSJI,0.11
3259-QMXUN,0.11
2040-LDIWQ,0.11
5791-KAJFD,0.11
0218-QNVAS,0.11
7173-TETGO,0.11
3318-ISQFQ,0.11
7623-HKYRK,0.11
3282-ZISZV,0.11
5025-GOOKI,0.11
1257-SXUXQ,0.11
8780-RSYYU,0.11
9578-FOMUK,0.11
5855-EIBDE,0.11
3190-FZATL,0.11
7564-GHCVB,0.11
4719-UMSIY,0.11
3911-RSNHI,0.11
0106-UGRDO,0.11
7971-HLVXI,0.11
7929-SKFGK,0.109
3474-BAFSJ,0.109
6147-CBCRA,0.109
3908-MKIMJ,0.109
8871-JLMHM,0.109
7055-JCGNI,0.109
7219-TLZHO,0.109
1183-CANVH,0.109
3957-HHLMR,0.109
2753-JMMCV,0.109
7816-VGHTO,0.109
4355-HBJHH,0.109
7868-TMWMZ,0.109
1470-PSXNM,0.109
6505-OZNPG,0.109
2368-GAKKQ,0.109
3224-DFQNQ,0.108
8735-NBLWT,0.108
2931-VUVJN,0.108
8220-OCUFY,0.108
2245-ADZFJ,0.108
0930-EHUZA,0.108
9053-JZFKV,0.108
2969-WGHQO,0.108
6341-JVQGF,0.108
7163-OCEQI,0.108
4376-KFVRS,0.108
0489-WMEMG,0.108
8204-TIFGJ,0.108
6878-GGDWG,0.108
1265-BCFEO,0.108
0979-MOZQI,0.108
8809-XKHMD,0.108
5762-TJXGK,0.108
1137-DGOWI,0.108
0635-WKOLD,0.108
1045-LTCYT,0.108
5499-ECUTN,0.108
7049-GKVZY,0.107
3552-CTCYF,0.107
6681-ZSEXG,0.107
0620-XEFWH,0.107
1023-BQXZE,0.107
3508-CFVZL,0.107
7047-YXDMZ,0.107
5574-NXZIU,0.107
3229-USWAR,0.107
0320-DWVTU,0.107
3915-ODIYG,0.107
8314-DPQHL,0.107
0547-HURJB,0.107
5724-BIDBU,0.107
6904-JLBGY,0.106
9929-PLVPA,0.106
7641-TQFHN,0.106
4999-IEZLT,0.106
3174-AKMAS,0.106
3551-GAEGL,0.106
2634-HCZGT,0.106
1043-UXOVO,0.106
8319-QBEHW,0.106
8879-ZKJOF,0.106
8246-SHFGA,0.106
8318-LCNBW,0.106
4713-ZBURT,0.106
9386-LDCZR,0.105
5562-BETPV,0.105
5183-KLYEM,0.105
1577-HKTFG,0.105
6082-GLJIX,0.105
7607-QKKTJ,0.105
6050-IJRHS,0.105
5135-GRQJV,0.105
3926-YZVVX,0.105
4697-LUPSU,0.105
4808-YNLEU,0.105
8044-BGWPI,0.105
5197-LQXXH,0.105
9473-CBZOP,0.105
4732-RRJZC,0.105
8311-UEUAB,0.105
0756-MPZRL,0.105
1131-SUEKT,0.105
9720-JJJOR,0.105
8263-QMNTJ,0.105
0604-THJFP,0.105
1725-IQNIY,0.105
6556-DBKZF,0.104
8898-KASCD,0.104
2243-FNMMI,0.104
7005-CYUIL,0.104
3374-PZLXD,0.104
4648-YPBTM,0.104
8433-WPJTV,0.104
2126-GSEGL,0.104
0083-PIVIK,0.104
9919-FZDED,0.104
9102-OXKFY,0.103
2192-CKRLV,0.103
5792-JALQC,0.103
9995-HOTOH,0.103
3205-MXZRA,0.103
5555-RNPGT,0.103
1297-VQDRP,0.103
4020-KIUDI,0.103
9150-HEPMB,0.103
5446-DKWYW,0.103
4942-VZZOM,0.103
4163-KIUHY,0.103
1345-GKDZZ,0.103
9052-DHNKM,0.103
6234-RAAPL,0.103
5473-KHBPS,0.103
7956-XQWGU,0.103
5468-BPMMO,0.103
1752-OZXFY,0.103
4057-FKCZK,0.103
3214-IYUUQ,0.102
4835-YSJMR,0.102
2380-DAMQP,0.102
1121-QSIVB,0.102
8707-HOEDG,0.102
2834-JKOOW,0.102
4644-PIZRT,0.102
1661-CZBAU,0.102
2054-PJOCK,0.102
5816-JMLGY,0.102
8024-XNAFQ,0.102
4419-UJMUS,0.102
4129-LYCOI,0.102
4377-VDHYI,0.102
5616-PRTNT,0.102
1813-JYWTO,0.102
8457-XIGKN,0.101
3682-YEUWS,0.101
0661-WCQNQ,0.101
2430-RRYUW,0.101
5394-MEITZ,0.101
4611-ANLQC,0.101
3585-YNADK,0.101
3696-XRIEN,0.101
9967-ATRFS,0.101
7544-ZVIKX,0.101
5575-GNVDE,0.101
1139-WUOAH,0.101
9174-IHETN,0.101
1004-NOZNR,0.101
4694-PHWFW,0.101
4063-EIKNQ,0.101
0384-LPITE,0.1
9637-CDTKZ,0.1
8628-MFKAX,0.1
6893-ODYYE,0.1
2466-NEJOJ,0.1
4304-TSPVK,0.1
8029-XYPWT,0.1
7838-LAZFO,0.1
9467-ROOLM,0.1
2958-NHPPS,0.1
2361-FJWNO,0.1
4654-GGUII,0.1
8174-TBVCF,0.1
0840-DCNZE,0.1
2272-JKMSI,0.099
2933-XEUJM,0.099
8398-TBIYD,0.099
6421-SZVEM,0.099
6872-HXFNF,0.099
0536-ESJEP,0.099
2739-CCZMB,0.099
0536-BGFMZ,0.099
8819-WFGGJ,0.099
8869-TORSS,0.099
2911-IJORQ,0.099
4737-HOBAX,0.099
5214-NLTIT,0.099
5110-CHOPY,0.099
3605-JISKB,0.099
3387-PLKUI,0.099
5020-ZSTTY,0.099
5056-FIMPT,0.099
2680-XKKNJ,0.098
8216-AZUUZ,0.098
0248-PGHBZ,0.098
0142-GVYSN,0.098
2931-XIQBR,0.098
4525-VZCZG,0.098
6242-FEGFD,0.098
6631-HMANX,0.098
7576-ASEJU,0.097
2061-VVFST,0.097
5985-TBABQ,0.097
0687-ZVTHB,0.097
8752-GHJFU,0.097
9715-SBVSU,0.097
8387-UGUSU,0.097
6194-HBGQN,0.097
3727-OWVYD,0.097
2898-MRKPI,0.097
6993-YGFJV,0.097
5676-CFLYY,0.097
0916-KNFAJ,0.097
9251-WNSOD,0.097
8883-ANODQ,0.097
1309-XGFSN,0.097
9142-XMYJH,0.097
8670-ERCJH,0.097
5915-DGNVC,0.097
4826-DXMUP,0.097
2676-SSLTO,0.097
7572-KPVKK,0.097
5524-KHNJP,0.097
0628-CNQRM,0.096
5038-ETMLM,0.096
9546-KDTRB,0.096
8454-AATJP,0.096
9225-BZLNZ,0.096
9298-WGMRW,0.096
0020-INWCK,0.096
5186-PEIZU,0.096
7833-PKIHD,0.096
8932-CZHRQ,0.096
9281-CEDRU,0.096
3669-WHAFY,0.096
1222-LRYKO,0.096
9239-GZHZE,0.096
2121-JAFOM,0.096
1850-AKQEP,0.096
3115-CZMZD,0.096
6732-VAILE,0.096
5815-HGGHV,0.096
9479-HYNYL,0.095
4445-KWOKW,0.095
4423-JWZJN,0.095
0907-HQNTS,0.095
1552-TKMXS,0.095
7054-DMVAS,0.095
4003-OCTMP,0.095
4994-OBRSZ,0.095
3638-WEABW,0.095
6919-ELBGL,0.095
8390-FESFV,0.095
7301-ABVAD,0.095
9987-LUTYD,0.095
0942-KOWSM,0.095
2987-BJXIK,0.095
6937-GCDGQ,0.095
3800-LYTRK,0.095
5774-XZTQC,0.095
0707-HOVVN,0.095
8766-PAFNE,0.095
1832-PEUTS,0.095
5829-NVSQN,0.095
1159-WFSGR,0.095
9154-QDGTH,0.094
7619-PLRLP,0.094
3181-MIZBN,0.094
9495-REDIY,0.094
7663-YJHSN,0.094
0853-TWRVK,0.094
5203-XEHAX,0.094
6549-BTYPG,0.094
7100-FQPRV,0.094
3043-SUDUA,0.094
9730-DRTMJ,0.094
0743-HRVFF,0.094
3655-SNQYZ,0.094
6648-INWPS,0.094
3354-OADJP,0.093
1866-NXPSP,0.093
4568-KNYWR,0.093
2188-SXWVT,0.093
1972-XMUWV,0.093
0014-BMAQU,0.093
9560-BBZXK,0.093
1135-HIORI,0.093
7407-SUJIZ,0.093
0378-CJKPV,0.093
0496-AHOOK,0.093
8513-OLYGY,0.093
3500-NSDOA,0.093
9928-BZVLZ,0.093
9092-GDZKO,0.092
9691-HKOVS,0.092
5914-XRFQB,0.092
0013-SMEOE,0.092
7639-LIAYI,0.092
2612-PHGOX,0.092
6650-BWFRT,0.092
9677-AVKED,0.092
9788-HNGUT,0.092
8975-SKGRX,0.092
9513-DXHDA,0.092
2316-ESMLS,0.092
1779-PWPMG,0.092
4700-UBQMV,0.092
4676-WLUHT,0.092
5451-YHYPW,0.092
3489-VSFRD,0.091
2085-JVGAD,0.091
4598-ZADCK,0.091
2364-UFROM,0.091
5198-HQAEN,0.091
8570-KLJYJ,0.091
8559-WNQZS,0.091
1171-TYKUR,0.091
1480-BKXGA,0.091
9860-LISIZ,0.091
9313-QOLTZ,0.091
6437-UDQJM,0.091
2388-LAESQ,0.091
1866-ZSLJM,0.091
8947-YRTDV,0.091
1455-HFBXA,0.091
8208-EUMTE,0.091
6478-HRRCZ,0.09
8738-JOKAR,0.09
0961-ZWLVI,0.09
0343-QLUZP,0.09
5566-SOEZD,0.09
6476-EPYZR,0.09
5993-JSUWV,0.09
0440-EKDCF,0.09
1265-HVPZB,0.09
6994-FGRHH,0.09
5130-YPIRV,0.09
0378-XSZPU,0.09
7336-RLLRH,0.09
2252-NKNSI,0.09
9359-UGBTK,0.09
3012-VFFMN,0.09
7550-WIQVA,0.09
6663-JOCQO,0.09
9046-DQMTP,0.09
9357-UJRUN,0.09
1744-JHKYS,0.09
3648-GZPHF,0.09
1488-SYSFC,0.09
5753-QQWPW,0.089
7951-VRDVK,0.089
2321-OMBXY,0.089
0114-IGABW,0.089
8565-WUXZU,0.089
2234-XADUH,0.089
4106-HADHQ,0.089
4404-HIBDJ,0.089
0657-DOGUM,0.089
0484-JPBRU,0.089
7940-UQQUG,0.089
2167-FQSTQ,0.089
0906-QVPMS,0.089
9411-TPQQV,0.089
6261-RCVNS,0.089
7801-CEDNV,0.089
6461-PPAXN,0.089
6635-MYYYZ,0.089
4702-HDRKD,0.089
7359-WWYJV,0.089
9477-LGWQI,0.089
6870-ECSHE,0.088
6504-VBLFL,0.088
8782-NUUOL,0.088
2039-JONDJ,0.088
5376-PCKNB,0.088
6352-GIGGQ,0.088
2521-NPUZR,0.088
8745-PVESG,0.088
5049-MUBWG,0.088
5387-ASZNZ,0.088
0379-DJQHR,0.088
8404-VLQFB,0.088
2233-TXSIU,0.088
5150-LJNSR,0.088
1122-YJBCS,0.088
1544-JJMYL,0.088
0771-CHWSK,0.088
0866-QLSIR,0.088
7244-QWYHG,0.088
3512-IZIKN,0.087
6981-TDRFT,0.087
7253-UVNDW,0.087
8672-OAUPW,0.087
2530-FMFXO,0.087
1984-GPTEH,0.087
0121-SNYRK,0.087
3898-BSJYF,0.087
7995-ZHHNZ,0.087
2667-WYLWJ,0.087
0565-IYCGT,0.087
3638-VBZTA,0.087
5837-LXSDN,0.087
9385-NXKDA,0.087
6574-MCOEH,0.087
9146-JRIOX,0.087
8680-CGLTP,0.087
4549-ZDQYY,0.087
8060-HIWJJ,0.087
4973-RLZVI,0.087
1154-HYWWO,0.087
0112-QWPNC,0.087
2790-XUYMV,0.087
4615-PIVVU,0.087
8580-QVLOC,0.087
9670-BPNXF,0.087
1337-BOZWO,0.087
3108-PCCGG,0.086
2999-AANRQ,0.086
1064-FBXNK,0.086
3841-NFECX,0.086
1708-PBBOA,0.086
5578-NKCXI,0.086
2057-BOYKM,0.086
8587-XYZSF,0.086
1096-ADRUX,0.086
9339-FIIJL,0.086
4872-VXRIL,0.086
2990-OGYTD,0.086
0420-TXVSG,0.086
0743-HNPFG,0.086
0036-IHMOT,0.086
7508-KBIMB,0.086
2550-AEVRU,0.086
9253-VIFJQ,0.086
6691-CCIHA,0.086
0975-UYDTX,0.086
2282-YGNOR,0.086
6953-PBDIN,0.086
1545-ACTAS,0.086
8181-YHCMF,0.086
0487-VVUVK,0.086
2361-UPSND,0.086
9027-TMATR,0.085
7032-LMBHI,0.085
8792-AOROI,0.085
5546-BYZSM,0.085
4054-CUMIA,0.085
5329-KRDTM,0.085
5127-BZENZ,0.085
6252-DFGTK,0.085
1474-JUWSM,0.085
2696-ECXKC,0.085
8383-SGHJU,0.085
0436-TWFFZ,0.085
7138-GIRSH,0.085
9330-DHBFL,0.085
2056-EVGZL,0.085
0230-UBYPQ,0.085
9209-NWPGU,0.084
4547-FZJWE,0.084
4565-EVZMJ,0.084
6388-TABGU,0.084
1699-UOTXU,0.084
3557-HTYWR,0.084
2519-TWKFS,0.084
6719-FGEDO,0.084
0383-CLDDA,0.084
2868-LLSKM,0.084
7945-HLKEA,0.084
6701-DHKWQ,0.084
6119-SPUDB,0.084
6339-RZCBJ,0.083
4890-VMUAV,0.083
0459-SPZHJ,0.083
2877-VDUER,0.083
9086-YJYXS,0.083
1430-SFQSA,0.083
8197-BFWVU,0.083
3654-ARMGP,0.083
4508-OEBEY,0.083
3422-WJOYD,0.083
5125-CNDSP,0.083
2926-JEJJC,0.083
6114-TCFID,0.083
3571-DPYUH,0.083
0214-JHPFW,0.083
7109-CQYUZ,0.083
2096-XOTMO,0.083
2088-IEBAU,0.083
5003-XZWWO,0.083
0795-LAFGP,0.083
9207-ZPANB,0.083
8331-ZXFOE,0.083
6586-PSJOX,0.083
0305-SQECB,0.083
0661-KBKPA,0.083
3011-WQKSZ,0.083
0455-ENTCR,0.083
9470-RTWDV,0.082
7029-IJEJK,0.082
0810-DHDBD,0.082
0872-CASZJ,0.082
6682-VCIXC,0.082
6617-WLBQC,0.082
4816-OKWNX,0.082
6827-IEAUQ,0.082
7609-YBPXG,0.082
2296-DKZFP,0.082
7636-PEPNS,0.082
9565-FLVCG,0.082
4522-XRWWI,0.082
9711-FJTBX,0.082
6543-JXSOO,0.082
6265-SXWBU,0.082
7670-ZBPOQ,0.082
4827-LTQRJ,0.082
0266-CLZKZ,0.081
1088-CNNKB,0.081
8169-SAEJD,0.081
4178-EGMON,0.081
7247-XOZPB,0.081
4567-AKPIA,0.081
8292-FRFZQ,0.081
3166-PNEOF,0.081
0254-KCJGT,0.081
2890-WFBHU,0.081
3865-YIOTT,0.081
2055-BFOCC,0.081
1063-DHQJF,0.081
3933-DQPWX,0.081
0945-TSONX,0.08
3401-URHDA,0.08
5641-DMBFJ,0.08
9702-AIUJO,0.08
9127-QRZMH,0.08
3779-OSWCF,0.08
7876-AEHIG,0.08
7432-FFVAR,0.08
9297-FVVDH,0.08
7325-ENZFI,0.08
0556-FJEGU,0.08
6131-IUNXN,0.079
2239-CFOUJ,0.079
2239-CGBUZ,0.079
2330-PQGDQ,0.079
6685-GBWJZ,0.079
9548-LIGTA,0.079
1303-SRDOK,0.079
6810-VCAEX,0.079
9391-LMANN,0.079
7359-SSBJK,0.079
6625-IUTTT,0.079
7182-OVLBJ,0.079
6506-EYCNH,0.079
1414-YADCW,0.079
5269-NRGDP,0.079
6121-TNHBO,0.079
0862-PRCBS,0.079
5176-OLSKT,0.078
6603-YRDCJ,0.078
2292-XQWSV,0.078
3482-ABPKK,0.078
8845-LWKGE,0.078
3740-RLMVT,0.078
4854-SSLTN,0.078
0960-HUWBM,0.078
6064-ZATLR,0.078
7284-ZZLOH,0.078
6047-SUHPR,0.078
6670-MFRPK,0.078
2581-VKIRT,0.078
7812-FZHPE,0.078
4381-MHQDC,0.077
0519-DRGTI,0.077
9110-HSGTV,0.077
0334-ZFJSR,0.077
5170-PTRKA,0.077
7010-ZMVBF,0.077
2197-OMWGI,0.077
8999-YPYBV,0.077
2451-YMUXS,0.077
7795-CFOCW,0.077
3253-HKOKL,0.077
4102-HLENU,0.077
5684-FJVYR,0.077
9470-YFUYI,0.077
6870-ZWMNX,0.077
5153-LXKDT,0.077
4018-KJYUY,0.077
2171-UDMFD,0.077
